gbifID,spCode,FW_avg,HW_avg,references,eventDate,lat,lon,Temp,Prec,elevation,latlon,stateProvince
1586160815,G_lygdamus,15,12.21238938,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147479,1979-03-11T00:00:00,33.745389,-118.38762,17.4,329,76,33.745389 -118.38762,California
1586160816,G_lygdamus,15.625,12.5,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147498,1960-04-03T00:00:00,37.947966,-122.11596,14.6,565,199,37.947966 -122.11596,California
1586160817,G_lygdamus,16.96428571,13.57142857,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147501,1960-04-03T00:00:00,37.947966,-122.11596,14.6,565,199,37.947966 -122.11596,California
1586160818,G_lygdamus,15.53571429,13.88392857,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147481,1979-03-05T00:00:00,33.745389,-118.38762,17.4,329,76,33.745389 -118.38762,California
1586160819,G_lygdamus,15.40178571,12.67857143,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147477,1983-03-10T00:00:00,33.91307,-118.41658,17.8,329,40,33.91307 -118.41658,California
1586160820,G_lygdamus,15.17857143,12.63392857,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147474,1979-04-10T00:00:00,33.767167,-118.39388,17,388,283,33.767167 -118.39388,California
1586160821,G_lygdamus,13.4375,11.29464286,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147593,1977-04-17T00:00:00,39.018165,-77.208591,12.5,1020,108,39.018165 -77.208591,Maryland
1586160822,G_lygdamus,12.58928571,10.58035714,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147588,1977-04-17T00:00:00,39.018165,-77.208591,12.5,1020,108,39.018165 -77.208591,Maryland
1586160823,G_lygdamus,16.65178571,13.125,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147507,1978-04-09T00:00:00,38.937556,-121.02421,15.3,918,237,38.937556 -121.02421,California
1586160824,G_lygdamus,14.28571429,11.47959184,http://mczbase.mcz.harvard.edu/guid/MCZ:Ent:147487,1970-05-17T00:00:00,37.300207,-118.15399,7.2,244,2227,37.300207 -118.15399,California
